age,fnlwgt,education.num,hours.per.week
32,286101,9,37
41,144594,4,40
33,221324,11,40
37,141029,14,40
34,131552,9,40
40,177083,9,50
38,312528,13,37
29,250819,10,40
20,125165,10,25
40,202872,14,40
44,43711,12,40
39,179668,13,40
21,26410,9,40
63,346975,13,36
26,182178,10,40
49,127921,9,40
34,288486,7,40
28,164170,11,40
60,232337,4,40
52,48925,10,40
24,132327,10,30
62,345780,11,40
42,413297,10,40
44,320277,13,40
33,355996,6,40
34,101345,9,40
23,218782,6,40
20,54012,9,40
44,99203,4,40
53,118793,9,40
35,320451,14,65
64,31826,9,45
33,424719,13,40
58,188982,9,20
42,129684,9,50
17,152652,7,25
49,182752,10,40
57,365683,9,40
22,110684,9,20
45,151518,9,45
20,283499,10,30
17,143331,7,20
28,195000,13,45
52,240013,14,70
38,34378,9,55
29,237865,14,40
39,198841,14,45
53,97005,9,46
90,313986,7,40
36,28572,10,50
42,175935,9,40
37,127918,10,20
54,163557,9,30
44,191256,9,40
23,117767,9,35
40,45093,9,45
50,128798,13,40
35,340428,12,35
36,109133,9,40
54,96062,12,40
36,233533,10,60
59,75804,9,65
33,159548,10,38
35,188563,9,50
25,378322,9,50
41,443508,13,48
69,88566,5,35
17,171080,8,20
51,102615,14,40
19,187570,9,20
39,123945,9,40
35,189240,10,40
19,208656,10,20
36,232874,13,40
23,69847,13,20
42,343609,10,50
42,157443,13,27
43,206139,13,50
46,204928,10,40
58,214502,5,50
26,174592,10,40
19,292583,9,30
23,162551,13,20
37,162834,9,45
47,157901,7,36
48,201177,13,40
42,66006,6,40
37,126569,13,60
32,211028,10,40
41,197069,10,40
43,188696,11,40
46,239439,9,40
36,228157,10,40
21,232577,11,30
69,106595,9,40
20,352139,10,29
33,323069,11,40
33,188957,13,40
39,357173,12,59
55,53566,16,30
46,82572,9,40
47,330416,10,60
30,161815,10,35
39,214816,13,60
20,362999,10,20
37,151322,13,40
40,252392,3,40
39,344743,10,50
79,309272,9,40
49,304416,7,40
40,135056,12,40
46,377622,9,40
22,216867,4,40
30,364310,13,40
43,241928,9,32
51,220537,9,40
20,190231,5,11
29,632593,9,40
29,274969,9,42
40,209040,9,40
19,188864,9,20
55,349910,9,45
37,45937,12,40
44,109273,10,38
56,295067,13,45
45,76008,13,50
61,668362,2,40
22,228752,9,40
50,170562,12,20
44,222504,10,45
24,291979,9,40
26,67240,9,40
43,131899,13,40
36,215503,9,65
31,202450,9,40
40,142886,13,40
60,225883,10,27
59,159008,10,56
45,161819,7,25
47,287480,14,40
46,133938,14,50
64,256019,14,35
33,202153,14,40
30,77689,13,50
27,134890,13,50
26,333677,13,35
30,115426,13,40
27,249315,10,44
41,147372,9,48
50,204402,9,84
44,141858,15,75
28,184078,9,40
42,158926,12,40
59,190514,7,20
29,53181,14,55
42,201723,9,40
28,250135,10,40
48,144844,9,40
27,190525,9,50
51,171924,10,50
35,63921,3,40
32,129020,9,40
51,170579,9,40
21,197387,9,20
47,198901,9,48
41,144778,9,40
17,327127,7,20
50,301024,13,40
29,122127,13,40
55,82098,9,55
81,123959,13,3
41,74775,13,30
30,251120,4,38
47,184005,9,45
26,100147,13,45
51,110965,14,40
70,141742,11,50
43,175485,10,40
28,56340,14,40
53,191025,10,43
33,103860,10,50
25,233461,12,30
42,83411,9,40
42,460214,10,40
47,222529,13,65
24,44075,13,40
26,258306,6,99
60,193038,10,15
51,101432,9,40
57,49893,14,60
27,194652,9,40
37,170020,9,40
43,118308,13,50
51,96586,10,40
23,184813,10,20
46,72619,10,40
41,206948,13,40
39,36376,10,60
35,25803,9,40
20,216825,9,25
27,192257,9,40
54,123011,9,40
26,378322,7,40
37,177895,10,40
40,163434,10,40
32,195891,12,45
37,251396,12,45
57,114495,9,60
24,211160,10,40
58,190747,9,40
42,124792,9,45
34,123084,7,40
42,112956,9,40
39,164156,12,55
31,106437,15,60
44,222434,9,40
37,410919,9,35
54,46704,9,60
32,292592,9,35
36,214807,9,37
34,90415,11,40
32,229732,13,45
26,386585,10,60
44,98779,6,60
44,129100,7,60
39,143445,9,40
37,51264,11,40
23,162228,9,40
53,48641,8,35
58,223400,12,35
26,34110,10,44
28,137296,12,40
37,588003,13,40
32,113688,11,50
24,148320,10,40
54,93415,13,40
37,305597,9,40
56,89922,9,45
24,201680,9,60
19,251579,10,14
65,215908,9,40
17,41979,6,40
28,157624,13,40
40,67852,9,35
25,91334,11,75
39,216256,13,60
65,153522,9,17
30,187618,9,50
50,131982,9,60
42,132125,13,52
21,56582,10,10
38,112158,9,99
45,175262,5,40
26,103700,10,40
38,269318,10,40
37,48211,9,35
33,206609,9,50
27,301302,13,50
57,34297,4,40
31,100863,14,50
22,471452,13,8
20,213719,9,20
52,123011,9,45
43,144778,13,55
42,294431,14,40
43,177905,9,40
23,44064,10,40
39,252327,5,35
23,206129,11,40
23,126550,9,40
40,193494,9,46
25,177017,9,37
50,162632,9,45
39,245053,13,50
50,305319,4,40
29,150861,10,40
34,325792,10,40
23,101885,6,40
22,117606,13,32
55,219775,9,38
20,224424,8,40
36,306567,9,40
31,222130,10,43
22,157541,10,10
55,50164,16,60
35,194960,9,40
44,317320,10,40
53,172991,10,25
54,205337,13,50
66,182470,15,25
33,254221,9,40
18,206008,10,40
56,219762,9,35
26,152452,13,50
39,89508,13,40
54,28186,13,50
21,285457,10,50
37,415500,10,40
21,254904,9,30
45,110311,14,40
34,217460,13,45
46,205504,9,20
46,147640,3,40
21,191460,7,40
24,500509,9,40
46,158656,12,36
58,349910,9,40
20,154781,9,40
50,129956,9,48
48,265083,6,38
18,404868,7,20
22,199426,10,17
52,68015,10,90
56,188856,13,55
43,475322,10,50
32,462255,13,40
21,329530,7,40
53,30447,9,50
19,120277,9,30
37,343721,13,40
35,149347,9,70
45,99355,9,40
29,212102,9,30
28,595088,10,63
25,55718,10,25
46,154405,9,40
24,35603,10,40
31,198953,10,38
38,278924,13,50
32,198660,10,40
59,174056,13,40
28,112403,9,40
54,108960,7,40
26,185885,10,15
26,105516,13,40
54,198741,10,40
54,77336,9,40
21,211968,10,28
38,125499,13,60
24,109053,9,25
50,146310,5,40
53,136823,7,30
38,348739,15,60
25,231714,10,40
30,223212,13,40
42,70240,10,40
34,188736,9,20
59,169639,12,40
21,331611,10,50
34,329993,10,40
55,255364,10,60
22,190968,9,40
24,216181,11,40
51,161691,9,40
18,205218,7,20
27,146243,10,30
37,36214,13,65
44,208277,9,45
37,164526,13,40
19,125591,7,40
51,234057,9,45
53,198824,13,40
40,367533,9,40
54,118108,9,40
25,113436,10,35
49,121602,13,40
23,288771,10,30
27,332785,9,38
45,140581,10,40
43,105896,10,40
43,273230,10,50
29,228346,11,50
50,192203,7,40
57,199768,9,30
24,100321,10,48
31,332379,10,50
68,192829,12,43
33,176992,10,40
39,185053,9,40
37,348739,13,45
30,94413,10,30
35,178948,14,32
36,133569,2,40
23,462294,12,44
17,271122,8,16
39,123983,13,40
30,189620,13,40
51,191965,9,32
42,341757,10,40
36,274809,9,50
37,201259,7,65
43,104196,10,40
39,86551,9,40
57,20953,10,40
38,376025,4,40
48,180532,11,40
22,89991,10,11
27,36851,11,35
36,177907,16,40
29,150717,11,40
23,35633,10,40
24,228686,10,45
51,237819,13,50
52,270142,11,60
35,144322,12,50
41,153031,10,65
41,327606,8,40
52,246936,7,40
26,101027,9,48
57,214061,9,40
32,311764,6,35
32,106014,10,50
34,128063,9,36
19,169853,9,40
46,236827,5,40
41,116103,10,50
28,163265,5,40
33,202822,4,14
26,294493,13,40
37,189922,12,50
34,118710,11,40
33,206609,13,45
24,182163,7,40
42,162003,9,55
21,235442,9,40
26,43408,13,40
42,125461,13,35
28,210945,12,35
48,202117,7,34
25,252187,7,40
56,184598,5,99
26,91683,6,35
32,111567,15,40
57,339163,10,40
40,320451,16,45
38,222450,10,40
32,125856,12,60
47,168109,9,70
35,87556,9,40
42,190767,11,40
44,231793,16,38
26,177482,12,45
47,324791,14,50
23,210029,10,20
36,296999,10,37
50,343748,10,35
26,239390,13,18
19,165310,9,20
22,190483,10,48
22,96862,10,40
45,358886,8,50
38,168322,9,60
47,312088,9,40
29,119793,10,50
42,195755,9,40
32,281437,10,55
36,189404,13,35
19,439779,10,15
53,137428,4,60
25,454934,10,35
30,153549,9,50
34,206609,10,35
32,111567,9,49
41,195258,10,40
44,227065,13,40
52,165681,10,40
50,68898,14,55
28,183885,9,30
19,285263,5,35
37,57424,13,60
25,57635,11,42
49,266150,9,40
34,157165,10,40
55,184425,10,99
25,197728,10,40
43,198965,14,40
39,50700,9,40
32,27856,10,40
30,55481,14,45
36,135416,10,50
45,188432,9,40
42,221172,13,40
22,194723,13,10
24,379418,10,40
32,190290,9,40
49,199448,11,40
29,224858,10,45
28,355259,14,40
18,41973,7,5
21,208503,10,10
35,193815,12,40
39,179481,9,44
29,78261,15,50
63,125178,13,40
57,183810,10,40
38,333651,13,70
33,355856,12,60
42,136986,13,40
37,46385,9,40
58,290661,9,40
53,260106,9,30
30,392812,9,50
71,118876,13,14
39,301614,11,48
18,178142,9,40
59,175689,10,14
35,261241,9,60
36,130926,13,40
63,110610,6,50
45,260490,14,50
34,207383,14,40
26,181597,10,40
18,125441,7,20
40,198316,6,40
23,117480,6,44
41,336643,10,80
50,238959,10,45
73,109833,13,30
21,117210,10,45
23,38251,9,40
43,345969,15,50
67,212705,14,55
27,159623,10,40
61,171429,7,36
30,41493,10,35
39,340091,10,75
54,119570,12,50
38,208379,13,8
40,310101,10,40
30,85708,9,40
61,230292,10,40
18,183034,10,35
37,222450,7,40
50,121441,7,40
45,185437,12,55
57,33725,13,50
48,94461,9,16
63,28856,4,55
42,367049,14,40
26,192302,10,25
34,49707,9,70
69,102874,9,24
42,280167,14,40
39,315565,9,40
44,146906,15,50
23,163090,12,20
29,177398,14,40
39,326566,10,40
52,305053,9,40
29,100563,9,40
38,39606,13,40
53,104879,9,40
37,117683,9,40
40,280433,13,50
27,322208,10,40
66,185336,9,35
40,445382,9,40
54,103580,12,55
39,206253,13,40
60,95445,10,46
23,256755,13,40
58,143266,13,40
37,50837,4,50
65,184965,16,40
34,341051,14,50
51,183173,9,70
32,62272,9,40
38,305597,9,40
53,47396,10,50
22,201569,13,20
45,168283,9,40
24,61737,13,40
44,219441,6,35
17,112291,7,12
22,429346,9,40
33,176992,14,40
32,173314,11,60
27,243569,9,40
35,328466,5,40
20,115824,7,40
49,149337,13,40
35,32528,9,50
25,148460,9,40
27,230563,9,40
31,168312,11,40
59,384246,16,50
29,199450,10,40
25,60485,10,30
25,109390,9,70
55,208451,14,40
20,231286,10,15
45,246392,9,30
35,203628,14,60
17,176467,5,20
43,216697,10,32
27,185647,9,50
24,283092,9,40
41,29762,10,60
26,168403,9,40
25,430084,10,40
49,204057,12,40
38,237608,13,45
59,93211,13,22
27,203776,9,50
51,189551,9,40
17,254859,7,20
33,97939,12,42
23,65038,9,40
56,314149,16,50
62,185503,13,50
61,213321,10,40
39,191807,9,48
34,124827,10,40
17,38611,7,23
22,401451,10,48
45,187730,13,40
39,91996,9,40
21,176262,12,18
33,223046,9,40
19,198663,9,40
40,138975,9,56
26,38232,13,50
51,279156,9,40
37,329980,14,60
49,199590,9,50
35,483530,10,40
43,52498,13,50
33,188246,13,65
57,170603,10,40
45,327886,15,40
53,191565,2,40
36,130620,13,35
21,383603,6,35
27,161155,6,40
29,341672,9,50
36,336595,9,50
32,604506,9,72
17,151141,7,15
67,191800,13,35
42,250121,7,40
63,38352,9,40
56,53366,4,40
63,113324,10,40
59,176647,9,40
44,181762,13,55
62,215944,3,30
51,103407,9,40
54,104748,6,65
53,124076,16,37
40,145504,9,40
18,165316,9,30
38,162322,11,40
41,318046,10,48
47,380127,9,40
51,218311,10,50
31,193477,9,55
47,185385,9,24
34,77271,9,20
27,329426,14,37
29,58744,12,60
33,117983,6,45
35,468713,9,40
47,243631,13,40
53,39643,9,58
32,174704,7,40
59,145574,7,40
41,236021,13,40
64,631947,6,40
39,30916,10,50
18,210574,9,20
63,158609,11,8
45,198223,13,45
25,44861,9,40
31,113364,9,40
64,180401,6,40
36,158592,7,50
22,169188,9,20
24,259351,10,40
22,211968,13,40
38,190895,13,50
24,183410,10,17
23,164231,7,35
58,216851,5,40
56,125000,13,40
44,176063,13,45
26,303973,9,15
17,184924,5,15
31,186787,9,42
31,265706,9,40
51,252903,6,40
21,237051,10,25
68,284763,7,70
45,174533,10,50
22,103762,13,40
44,483201,13,40
30,168387,13,40
33,134886,9,20
45,204405,11,20
22,216134,10,40
40,188291,15,40
40,144067,11,40
57,162301,9,45
19,495982,10,10
42,52849,10,40
47,104521,11,40
34,313729,10,50
53,281590,9,40
34,117392,14,40
63,29859,4,60
31,55849,10,40
18,249857,10,20
43,194636,13,48
56,75214,15,32
36,127772,13,40
29,159768,9,40
47,26950,14,6
55,35340,10,50
26,202560,10,35
51,193720,9,40
45,232997,10,65
39,164712,10,40
56,105281,9,40
55,284095,9,37
39,99156,16,50
34,114733,12,36
37,188774,13,40
50,30653,14,98
43,163108,10,99
46,171550,9,38
34,316470,10,40
23,163870,10,40
43,35662,16,70
20,256504,10,6
37,188563,10,50
66,179951,13,70
29,327779,10,20
58,113398,9,25
49,233059,11,40
44,191149,10,57
52,186785,9,50
44,191256,9,65
25,212522,9,40
49,119904,13,30
43,54611,9,40
68,107627,10,15
37,215392,13,40
23,293091,9,30
25,206600,8,40
43,216116,14,37
34,230420,13,40
44,148138,16,40
36,147258,10,60
19,28790,10,40
33,192256,13,50
30,381153,9,40
35,361888,10,40
50,190762,3,40
20,332931,10,40
61,43554,3,40
37,282951,9,40
55,171780,12,30
28,174327,9,50
46,345073,9,48
22,244773,9,15
54,197189,13,40
44,33155,16,45
18,447882,10,20
67,176931,4,20
46,72506,9,40
36,190759,13,45
46,173243,9,40
34,176831,13,40
54,51048,9,40
51,233149,12,45
39,352628,12,50
52,192065,10,40
63,149756,12,40
51,136836,12,30
44,192878,13,40
37,76893,9,40
19,307496,10,23
34,101709,9,40
20,247115,10,35
42,198316,14,40
18,130849,10,15
61,92691,9,3
34,190290,13,38
42,149823,10,40
49,28791,10,40
39,149833,13,40
21,182117,13,20
19,206599,10,22
32,323055,9,40
53,108815,9,60
43,238287,6,40
24,179423,9,40
23,101094,10,60
51,118259,9,60
53,283602,14,40
43,195385,9,40
38,214542,10,40
35,182570,12,40
53,152810,6,40
22,385540,6,40
40,337456,9,40
37,38948,9,50
21,248512,10,40
50,176751,14,80
27,113635,13,35
27,328981,9,40
47,225065,3,40
29,207473,4,40
34,178951,9,45
38,120985,9,35
42,195821,9,40
20,188300,10,40
26,36936,11,40
46,203039,13,48
33,248584,10,50
60,109511,4,40
25,282313,6,40
67,132819,10,41
22,300871,10,40
24,162919,10,40
44,320984,13,60
60,88055,6,40
28,131298,9,60
21,155818,9,20
40,282678,14,20
38,187346,9,40
26,102106,6,40
50,150876,9,55
34,136331,13,60
26,377754,9,40
26,155752,10,40
40,196456,10,40
20,219211,10,20
23,212619,9,50
32,48520,10,40
61,132972,5,40
41,190885,9,40
53,168107,13,40
73,198526,9,32
43,116666,15,35
20,329530,5,40
21,99199,9,40
67,64148,10,41
25,189775,10,20
29,239753,9,20
33,109959,10,25
32,178623,12,46
17,289405,7,12
34,287315,9,40
45,148900,13,50
46,389843,13,50
26,68895,9,50
46,177114,12,27
23,120773,9,40
41,116493,9,44
65,183170,9,25
36,170376,9,45
61,228287,9,50
42,191712,13,40
46,563883,9,60
27,208725,13,40
36,160120,9,40
31,204052,9,40
20,225395,4,60
64,159938,9,24
25,335005,13,35
71,337064,14,40
42,127314,13,45
45,192793,10,40
34,243776,9,40
27,197905,10,40
42,34278,10,50
21,265356,10,40
18,152044,6,3
44,111275,9,38
31,34572,11,45
19,116385,7,40
41,648223,2,40
67,107138,10,40
32,430175,9,50
38,79619,13,42
42,341178,3,44
23,124259,10,40
60,404023,9,40
31,113838,9,45
27,120155,9,39
25,178037,10,35
48,176026,9,40
34,107793,9,40
26,135845,10,37
49,156926,11,45
64,316246,13,40
26,247025,9,44
53,202733,14,70
38,322143,13,10
83,272248,9,20
43,216497,13,40
27,285897,9,45
45,83064,13,50
20,170038,9,40
27,147340,10,40
23,268525,13,50
31,59083,9,35
51,167065,9,40
47,175990,9,30
27,19395,10,35
52,159670,12,40
41,116391,13,40
37,64922,13,70
39,31848,10,90
28,53063,13,45
48,119471,16,40
62,211408,11,40
35,407913,9,40
30,189759,13,40
58,93664,9,60
35,110668,9,35
48,182313,10,40
23,283499,9,40
70,131060,4,25
46,180010,13,40
44,462838,9,48
35,454843,10,40
41,115932,10,50
40,239708,9,50
26,150361,13,40
65,36209,6,22
32,188246,10,40
76,142535,9,6
21,212619,11,40
52,53497,11,40
29,244721,13,35
41,126850,15,40
40,143327,10,40
24,103064,9,55
32,52537,10,38
21,73679,10,40
37,353298,9,50
24,112706,11,40
58,187487,9,40
23,182342,9,40
46,154430,14,50
37,212900,9,40
28,175325,9,40
27,209292,9,32
45,72896,9,40
46,165138,10,45
40,456110,7,52
38,107302,10,60
51,257485,10,40
50,184424,10,38
66,284021,9,40
33,102884,13,20
42,251229,13,40
23,201680,8,40
36,130200,9,40
31,50442,10,32
46,326048,10,40
57,123053,15,50
35,182074,9,35
44,227399,11,40
35,475324,13,40
39,191342,13,50
23,176724,7,40
39,187089,10,40
38,213716,11,30
18,146586,9,60
45,114396,13,35
28,37933,9,48
51,205100,10,45
27,60288,14,40
43,188199,5,40
33,243678,10,40
48,238959,14,40
23,125525,13,42
27,170017,13,40
46,198759,15,80
58,201112,10,55
50,187465,7,40
33,425785,11,40
28,191342,10,40
37,175360,9,40
20,146879,9,40
51,172046,14,50
54,184620,14,40
49,31339,9,40
37,100508,9,40
41,134130,13,50
52,89054,9,40
39,75995,9,45
24,255474,7,40
56,435836,14,40
53,248834,13,50
45,123681,13,30
21,145389,10,25
25,75821,10,40
35,191502,13,60
49,55938,13,40
26,202033,13,40
35,112264,9,50
41,98061,9,40
30,118500,10,40
38,318610,10,40
33,157747,12,40
62,174201,5,25
30,261943,7,30
59,227856,13,37
24,128487,13,40
37,127772,13,50
37,171150,13,60
29,182521,9,40
41,23646,14,40
48,185041,4,55
38,159179,15,45
29,110134,10,40
44,203761,13,40
25,197871,13,50
29,190539,13,48
56,35520,9,42
19,389755,9,16
47,191277,9,50
34,81206,9,40
18,36411,8,30
51,249741,10,40
19,156294,10,25
37,126569,9,40
23,373550,11,40
23,284651,13,43
27,69132,13,37
48,208748,3,40
52,209642,9,45
44,112507,3,40
29,124953,13,50
30,312667,9,40
56,170148,9,40
59,195835,4,40
35,200153,14,45
21,334113,9,40
30,167790,9,40
36,184655,6,48
58,61474,9,55
37,272950,9,40
32,212276,13,60
42,350387,9,15
29,183627,9,48
58,209423,2,38
21,170800,9,30
34,98995,11,40
53,158746,10,40
17,115551,7,20
38,273640,9,40
29,31935,9,40
36,151094,11,48
47,341995,10,55
28,401886,9,20
36,58602,3,35
25,135568,9,40
33,116539,9,40
19,176634,9,40
17,169037,7,40
23,112819,9,40
56,105582,10,50
44,124563,9,40
43,248186,12,38
36,288103,7,40
36,119957,13,35
49,249585,7,65
54,198546,14,38
17,266072,6,20
53,176557,14,50
60,162347,15,40
51,258735,9,81
31,59083,10,50
36,96468,14,40
36,98515,11,40
57,149168,10,55
39,222641,13,40
59,23789,9,40
27,127796,3,35
42,136177,10,38
21,45607,10,40
66,196674,13,15
42,30759,9,35
28,125527,10,50
42,171841,15,60
46,298786,10,40
27,183627,13,50
37,186934,9,60
58,234213,9,48
36,185394,6,34
41,213019,11,38
35,188972,9,30
30,124020,9,40
23,121313,9,40
56,26716,13,20
63,201631,5,40
28,209205,10,40
21,262819,10,20
34,191930,10,40
23,120172,13,40
42,96321,10,50
17,154398,7,16
67,95113,9,37
59,135647,7,60
31,206541,10,40
36,179468,9,40
34,277314,12,50
40,409922,10,40
38,97759,8,17
90,313749,9,25
34,353927,10,40
57,84231,10,48
49,268022,13,50
55,209569,9,50
48,133694,13,40
52,170562,8,40
23,183789,9,40
24,161508,9,50
47,185385,6,40
20,258517,10,25
23,320294,9,40
47,217161,9,14
38,170174,6,40
18,25837,7,15
43,122749,9,55
30,149507,9,42
25,113948,11,45
48,174533,9,40
41,248406,9,40
43,150533,11,50
26,371556,10,40
79,333230,9,6
52,49243,9,40
47,124973,11,50
25,441210,9,40
36,109133,13,50
80,157778,14,10
58,300623,9,40
35,98283,15,40
27,236246,12,40
45,229967,9,50
55,199067,9,40
42,176286,12,40
47,205100,9,38
27,31935,10,80
17,222618,7,30
36,111128,10,45
23,53245,13,12
19,25429,10,25
23,146499,9,48
35,115803,7,40
42,195096,9,40
44,163331,10,32
46,110151,11,45
22,310152,10,40
47,101684,9,40
47,201699,12,50
40,182437,12,50
43,421837,10,50
46,70754,4,50
51,259363,10,60
22,235829,10,40
27,44767,9,40
56,220187,10,45
37,335168,10,55
36,222294,13,40
40,129298,9,45
32,283400,9,40
64,181408,11,10
50,186565,13,50
32,157887,9,40
33,182246,9,40
33,175502,13,60
29,146343,9,25
29,221366,13,40
33,594187,14,45
20,130840,6,40
39,227597,9,50
32,227214,13,40
27,160786,7,45
60,206339,9,40
36,284616,10,40
34,179378,9,40
27,204098,6,30
37,408229,9,40
34,60567,7,60
40,222848,6,32
52,181855,15,65
20,230891,10,45
45,364563,9,40
38,40955,13,40
24,182812,10,52
34,96245,9,40
53,158294,14,40
36,166509,9,40
31,128016,13,40
36,308945,9,40
26,165510,13,40
43,350387,9,60
21,57951,10,30
38,335104,13,35
49,321851,12,30
28,90547,9,23
36,35429,10,60
20,122346,9,40
31,196025,16,60
32,29312,10,40
19,236396,7,40
57,152030,10,25
37,174503,13,50
26,176756,10,40
45,26781,9,8
19,323421,10,20
23,76432,10,40
46,197988,2,20
76,124191,14,40
50,156606,10,30
67,101132,4,40
62,173601,13,40
45,44791,13,40
23,170482,10,45
37,117381,9,80
37,80410,7,40
33,137616,14,35
24,202721,10,40
25,1484705,10,25
23,136824,10,20
29,275110,10,42
64,61892,9,15
55,477867,13,40
51,312477,10,40
49,269417,16,50
32,108256,9,40
23,233711,9,50
51,155408,9,38
55,136819,9,40
52,117700,9,40
55,76860,9,40
52,122109,9,40
22,64292,9,40
46,113390,14,60
51,182187,13,35
35,63509,11,50
37,233571,11,37
44,151089,9,70
51,176240,12,40
34,243867,7,40
42,135056,10,40
39,188503,13,60
40,171615,10,35
68,89011,16,50
42,136419,9,50
25,285367,9,50
35,22055,10,60
26,194352,13,40
58,272902,13,40
30,270889,10,40
30,67187,9,8
59,168569,15,50
70,280307,13,20
49,194895,13,40
38,87282,11,40
21,226181,13,40
61,105384,13,40
40,220977,16,40
33,121488,13,40
47,77102,14,40
45,127111,14,55
67,106175,13,75
50,172046,10,40
43,226902,13,40
30,68330,10,50
49,155489,14,50
29,376680,9,40
40,208277,10,44
31,33308,11,40
40,175398,11,20
30,316606,13,40
37,330826,11,30
49,203505,9,40
36,422275,3,40
39,103984,13,40
38,80303,10,60
38,236687,10,40
51,154891,9,52
32,121634,6,40
27,153805,10,50
59,31840,9,40
44,209174,13,70
41,599629,10,40
37,454915,6,40
65,27012,4,50
48,219962,11,40
43,234220,9,40
26,369166,10,65
26,164386,9,48
65,350498,13,20
46,428405,13,40
18,205004,10,26
47,192835,9,50
33,124407,13,40
23,194096,13,40
39,235485,12,42
65,78875,10,40
21,205759,9,40
18,79443,7,8
25,130793,10,30
17,225211,5,35
42,143046,9,40
23,268525,9,48
56,201344,10,38
41,34037,9,40
25,179953,14,31
50,71898,3,35
24,177526,11,40
52,145166,13,55
26,29957,14,25
35,176756,8,40
37,267085,10,40
46,83064,10,40
50,177487,9,40
27,178709,14,40
26,262617,9,40
20,340217,9,40
20,293297,10,35
26,102476,13,25
27,190525,11,45
22,52262,10,40
59,374924,9,40
54,172281,14,40
51,136224,13,40
38,334999,9,45
28,239130,10,50
45,275517,9,40
40,216116,5,40
48,198000,10,38
62,159939,9,35
33,130021,9,40
21,56582,7,50
40,244945,9,40
17,340557,7,25
22,370548,11,30
27,118799,9,40
54,178251,12,30
31,145935,9,40
54,175262,1,40
59,191965,7,28
28,35032,13,50
35,226789,14,75
23,113309,10,40
35,216473,10,50
39,222572,14,43
39,119098,11,40
58,183810,10,40
59,366618,5,30
45,276087,11,24
54,378747,6,45
46,192768,9,40
20,124751,10,20
32,153471,9,35
24,183594,11,20
33,115496,16,60
54,153486,9,56
51,209912,13,50
41,84610,13,60
40,105936,9,20
50,169646,13,40
41,134130,9,60
27,113464,2,35
28,205337,9,40
58,164065,14,18
43,34218,10,40
19,418176,9,32
29,133696,13,45
19,310158,10,30
40,89226,13,40
59,243612,9,40
38,49020,9,40
60,129447,9,35
46,29437,12,50
43,141858,7,40
19,69927,9,16
41,287037,9,40
40,408717,9,40
52,180881,13,40
48,216734,10,40
64,88470,10,40
24,140027,10,45
30,115963,7,40
64,312498,13,40
33,123920,10,40
51,155403,9,40
45,48495,13,42
32,170017,9,50
46,120121,13,50
40,115161,9,30
41,136419,12,75
42,345363,9,40
30,79712,13,40
45,361842,9,40
49,102318,12,25
37,292855,11,35
30,156718,10,40
42,152676,4,40
20,161708,10,35
19,268524,10,15
33,190511,9,30
46,320421,13,25
21,64520,9,55
24,37440,13,50
25,476599,13,40
26,182308,10,40
54,179704,13,45
21,260617,6,36
58,280309,12,60
52,164135,9,50
32,116138,14,11
40,34113,9,43
22,279041,10,10
18,163787,10,15
35,187053,13,50
37,48779,13,40
18,184693,10,20
44,184099,9,40
60,21876,10,40
30,488720,11,40
36,154835,9,40
23,199884,9,45
36,272944,13,40
27,329426,13,45
39,53447,9,40
32,97306,13,48
58,141165,9,50
20,151780,11,35
24,285432,9,40
32,222548,9,40
32,200323,15,60
18,60981,10,35
47,185673,9,50
20,39478,10,70
30,123178,6,50
27,334132,12,78
22,126822,13,60
49,143482,10,65
31,209101,15,25
29,301031,9,40
39,172718,9,40
17,181608,6,12
26,304283,9,40
33,327902,9,45
31,363130,10,40
62,155094,11,45
25,254746,11,40
63,57674,14,48
24,233280,12,37
44,70884,9,60
60,201965,10,40
66,217198,9,10
33,175509,9,40
43,39581,9,45
20,432154,9,8
41,163258,13,40
44,172296,10,60
42,383493,10,50
20,60639,10,28
28,62535,9,43
38,344480,9,40
35,42044,9,30
38,201328,4,56
32,169973,14,38
26,485117,12,40
33,53373,9,35
33,183000,10,24
24,62952,9,40
34,97355,10,60
35,199753,10,60
46,171199,13,40
23,147548,9,30
22,285775,11,40
27,295799,10,40
44,202692,14,40
41,210844,10,40
46,199316,10,40
45,256649,9,40
57,44273,9,40
20,278391,10,25
37,241306,9,40
31,121768,12,35
38,218184,3,40
51,179646,9,40
40,109969,7,20
36,89508,10,50
43,33521,13,70
67,181220,10,20
39,132879,10,50
49,355978,15,35
51,162327,7,40
54,229272,9,40
20,158206,12,30
28,61435,9,45
28,223751,10,40
54,242606,14,45
41,69333,9,45
57,89392,14,40
52,87205,9,38
43,116852,9,36
55,84564,15,39
34,148291,9,32
56,76281,13,40
45,32186,13,40
20,186830,9,45
19,120251,9,14
35,360814,5,45
35,186934,13,50
35,348690,13,40
22,227994,10,39
24,170070,9,25
20,30035,12,40
22,383603,10,40
30,65920,9,40
56,187295,13,40
73,46514,9,25
44,82601,13,40
39,432555,9,40
23,170091,10,6
37,132879,9,40
45,36228,13,35
54,29887,9,56
56,39380,10,20
26,104746,9,60
32,188557,9,40
26,253841,9,45
26,108542,10,40
67,258973,9,24
52,22428,13,60
21,33831,9,40
30,190823,10,40
28,233275,13,45
32,27207,6,50
25,346159,9,40
29,263855,8,40
55,234213,9,60
23,227943,12,30
51,338620,14,60
22,199419,9,40
52,137753,9,20
37,189251,16,40
65,157403,9,50
23,352207,11,20
